"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"MKD","FYROM","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",42.2,,
"MKD","FYROM","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",44.3,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",31.1,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",28.7,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",32.3,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",33.7,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",31.3,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",34.6,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",33.5,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",33.9,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",31.6,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",35,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",31.1,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",30.7,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",32,,
"MKD","FYROM","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",34.5,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",5.3,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",6.1,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",6.3,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",4.7,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",4.7,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",5.6,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",5.6,,
"MKD","FYROM","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",5.1,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",14.2,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",14.1,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",14.3,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",14.3,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",14.5,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",14.4,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",14.7,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",14.2,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",14.3,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",14.4,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",13.7,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",14.6,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",14.5,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",14.4,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",14.5,,
"DEU","Germany","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",14.4,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",34.7,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",35.8,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",35.7,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",35.6,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",36.2,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",35.3,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",35.9,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",33.4,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",32.1,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",36.5,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",31.3,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",31.8,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",30.3,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",29.9,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",30.6,,
"DEU","Germany","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",32,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",45.6,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",45,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",45,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",45.1,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",44.5,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",44.8,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",43.6,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",45,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",45.7,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",41.9,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",45.7,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",45.9,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",46.1,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",46.1,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",45.5,,
"DEU","Germany","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",43.5,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",19.7,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",19.2,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",19.2,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",19.3,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",19.3,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",19.9,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",20.4,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",21.6,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",22.1,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",21.6,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",23,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",22.3,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",23.7,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",24,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",24,,
"DEU","Germany","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",24.5,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",5.5,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",5.7,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",5.6,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",5.6,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",5.6,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",5.4,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",5.6,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",5.7,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",5.6,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",4.8,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",4.7,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",4.8,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",4.8,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",4.9,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",4.8,,
"DEU","Germany","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",4.9,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2000","2000",4.2,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2001","2001",4.3,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2002","2002",4.3,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2003","2003",4.4,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2004","2004",4.4,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2005","2005",4.5,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2006","2006",4.6,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2007","2007",4.7,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2008","2008",4.7,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2009","2009",4.7,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2010","2010",4.6,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2011","2011",4.5,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2012","2012",4.6,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2013","2013",4.7,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2014","2014",4.5,,
"DEU","Germany","IND-ECO-VA","Share of value added by the transport sector","2015","2015",4.4,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",15.6,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",13.7,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",14.2,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",14.9,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",14.9,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",14.2,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",15.1,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",15.2,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",15.3,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",13.5,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",12.9,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",12.1,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",12.4,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",12.4,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",13.3,,
"GRC","Greece","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",13.8,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",42,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",35.9,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",37.3,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",38.2,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",38.7,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",34.7,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",36.9,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",37.3,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",36,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",36.3,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",27.7,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",20,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",19.3,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",17.9,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",20.3,,
"GRC","Greece","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",22,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2000","2000",24.1,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2001","2001",29.4,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2002","2002",28.1,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2003","2003",26.7,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2004","2004",29.7,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2005","2005",30.8,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2006","2006",31.1,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2007","2007",30,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2008","2008",31.2,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2009","2009",34.3,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2010","2010",34.9,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2011","2011",39.9,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2012","2012",39.4,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2013","2013",40.7,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2014","2014",37.8,,
"GRC","Greece","IND-ECO-EXP-EQUI","Share of household expenditure for operation of personal transport equipment in total household expenditure for transport","2015","2015",34.6,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2000","2000",33.9,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2001","2001",34.6,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2002","2002",34.6,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2003","2003",35.1,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2004","2004",31.6,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2005","2005",34.6,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2006","2006",32,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2007","2007",32.7,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2008","2008",32.8,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2009","2009",29.4,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2010","2010",37.4,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2011","2011",40.1,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2012","2012",41.3,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2013","2013",41.4,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2014","2014",42,,
"GRC","Greece","IND-ECO-EXP-SERV","Share of household expenditure for transport services in total household expenditure for transport","2015","2015",43.4,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2000","2000",6.2,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2001","2001",6.3,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2002","2002",6,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2003","2003",6.1,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2004","2004",6.3,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2005","2005",6.1,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2006","2006",6.3,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2007","2007",5.9,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2008","2008",4.7,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2009","2009",4.8,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2010","2010",4.6,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2011","2011",4.9,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2012","2012",4.7,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2013","2013",4.9,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2014","2014",4.9,,
"GRC","Greece","IND-ECO-EMPL","Share of employment in the transport sector","2015","2015",4.7,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2000","2000",6.7,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2001","2001",5.8,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2002","2002",5.6,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2003","2003",6.5,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2004","2004",7.1,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2005","2005",7.7,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2006","2006",7.4,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2007","2007",8,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2008","2008",8.2,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2009","2009",7,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2010","2010",7.1,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2011","2011",7.1,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2012","2012",6.8,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2013","2013",6.7,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2014","2014",7.2,,
"GRC","Greece","IND-ECO-VA","Share of value added by the transport sector","2015","2015",7.5,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2000","2000",14.8,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2001","2001",14.5,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2002","2002",14.4,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2003","2003",14.8,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2004","2004",14.8,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2005","2005",15.4,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2006","2006",15.6,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2007","2007",15.4,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2008","2008",14.8,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2009","2009",13.3,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2010","2010",12.3,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2011","2011",13.2,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2012","2012",13.1,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2013","2013",13,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2014","2014",14,,
"HUN","Hungary","IND-ECO-EXP-TRAN","Share of household expenditure for transport in total household expenditure","2015","2015",12.7,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2000","2000",29.7,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2001","2001",30.8,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2002","2002",34.1,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2003","2003",41.3,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2004","2004",38.7,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2005","2005",37,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2006","2006",34.9,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2007","2007",34.1,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2008","2008",31.8,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2009","2009",23.8,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2010","2010",20.2,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2011","2011",18.8,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2012","2012",18.9,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2013","2013",19.4,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2014","2014",18.9,,
"HUN","Hungary","IND-ECO-EXP-VEH","Share of household expenditure for purchase of vehicles in total household expenditure for transport","2015","2015",22,,
